Record Length,2500,Points,-1.000000E-6,1.2000000,
Sample Interval,3.99999989E-9,s,-996.000039777E-9,1.1840000,
Trigger Point,250.00000644,Samples,-991.999968392E-9,1.2000000,
,,,-988.000010693E-9,1.1840000,
,,,-984.000052995E-9,1.2000000,
,,,-979.999981610E-9,1.1920000,
Source,CH1,,-976.000023911E-9,1.1840000,
Vertical Units,Volts,,-971.999952526E-9,1.1920000,
Vertical Scale,200.00000950E-3,,-967.999994828E-9,1.1920000,
Vertical Offset,0,,-964.000037129E-9,1.1840000,
Horizontal Units,s,,-959.999965744E-9,1.1920000,
Horizontal Scale,1.000000E-6,,-956.000008046E-9,1.1920000,
Pt Fmt,Y,,-951.999993504E-9,1.1920000,
Yzero,-3.00000000,,-947.999978962E-9,1.1920000,
Probe Atten,1.000000,,-944.000021263E-9,1.1920000,
,,,-940.000006722E-9,1.1920000,
Note,TDS 2022B - 14:21:39   18.09.2014,,-935.999992180E-9,1.1840000,
,,,-931.999977638E-9,1.1920000,
,,,-928.000019940E-9,1.1920000,
,,,-924.000005398E-9,1.2000000,
,,,-919.999990856E-9,1.2000000,
,,,-915.999976314E-9,1.1920000,
,,,-912.000018616E-9,1.1920000,
,,,-908.000004074E-9,1.2000000,
,,,-903.999989532E-9,1.1920000,
,,,-899.999974990E-9,1.2000000,
,,,-896.000017292E-9,1.2000000,
,,,-892.000002750E-9,1.1920000,
,,,-887.999988208E-9,1.1920000,
,,,-883.999973667E-9,1.1920000,
,,,-880.000015968E-9,1.1840000,
,,,-876.000001426E-9,1.1920000,
,,,-871.999986884E-9,1.1840000,
,,,-868.000029186E-9,1.1840000,
,,,-864.000014644E-9,1.1920000,
,,,-860.000000102E-9,1.1920000,
,,,-855.999985561E-9,1.1840000,
,,,-852.000027862E-9,1.1920000,
,,,-848.000013320E-9,1.1920000,
,,,-843.999998779E-9,1.1920000,
,,,-839.999984237E-9,1.1760000,
,,,-836.000026538E-9,1.1840000,
,,,-832.000011997E-9,1.2000000,
,,,-827.999997455E-9,1.2000000,
,,,-823.999982913E-9,1.2080001,
,,,-820.000025215E-9,1.1920000,
,,,-816.000010673E-9,1.2000000,
,,,-811.999996131E-9,1.2000000,
,,,-807.999981589E-9,1.2000000,
,,,-804.000023891E-9,1.1920000,
,,,-800.000009349E-9,1.1920000,
,,,-795.999994807E-9,1.2000000,
,,,-791.999980265E-9,1.2000000,
,,,-788.000022567E-9,1.2000000,
,,,-784.000008025E-9,1.2000000,
,,,-779.999993483E-9,1.2080001,
,,,-775.999978941E-9,1.1920000,
,,,-772.000021243E-9,1.2000000,
,,,-768.000006701E-9,1.2080001,
,,,-763.999992159E-9,1.1920000,
,,,-759.999977618E-9,1.1920000,
,,,-756.000019919E-9,1.2000000,
,,,-752.000005377E-9,1.2080001,
,,,-747.999990836E-9,1.1920000,
,,,-743.999976294E-9,1.1920000,
,,,-740.000018595E-9,1.1920000,
,,,-736.000004053E-9,1.1920000,
,,,-731.999989512E-9,1.1920000,
,,,-728.000031813E-9,1.1840000,
,,,-724.000017271E-9,1.1920000,
,,,-720.000002730E-9,1.2080001,
,,,-715.999988188E-9,1.1920000,
,,,-712.000030489E-9,1.1920000,
,,,-708.000015948E-9,1.1920000,
,,,-704.000001406E-9,1.1920000,
,,,-699.999986864E-9,1.1920000,
,,,-696.000029166E-9,1.2000000,
,,,-692.000014624E-9,1.2000000,
,,,-688.000000082E-9,1.2000000,
,,,-683.999985540E-9,1.2000000,
,,,-680.000027842E-9,1.2000000,
,,,-676.000013300E-9,1.2000000,
,,,-671.999998758E-9,1.1920000,
,,,-667.999984216E-9,1.1920000,
,,,-664.000026518E-9,1.1920000,
,,,-660.000011976E-9,1.1920000,
,,,-655.999997434E-9,1.1840000,
,,,-651.999982892E-9,1.2000000,
,,,-648.000025194E-9,1.2000000,
,,,-644.000010652E-9,1.2000000,
,,,-639.999996110E-9,1.2000000,
,,,-635.999981569E-9,1.2000000,
,,,-632.000023870E-9,1.2000000,
,,,-628.000009328E-9,1.1840000,
,,,-623.999994787E-9,1.1920000,
,,,-619.999980245E-9,1.2000000,
,,,-616.000022546E-9,1.1920000,
,,,-612.000008005E-9,1.1920000,
,,,-607.999993463E-9,1.1920000,
,,,-604.000035764E-9,1.2000000,
,,,-600.000021223E-9,1.1920000,
,,,-596.000006681E-9,1.1920000,
,,,-591.999992139E-9,1.2000000,
,,,-588.000034440E-9,1.2080001,
,,,-584.000019899E-9,1.1920000,
,,,-580.000005357E-9,1.1920000,
,,,-575.999990815E-9,1.1920000,
,,,-572.000033117E-9,1.2000000,
,,,-568.000018575E-9,1.1920000,
,,,-564.000004033E-9,1.2000000,
,,,-559.999989491E-9,1.2000000,
,,,-556.000031793E-9,1.1920000,
,,,-552.000017251E-9,1.2000000,
,,,-548.000002709E-9,1.1920000,
,,,-543.999988167E-9,1.1920000,
,,,-540.000030469E-9,1.1840000,
,,,-536.000015927E-9,1.1920000,
,,,-532.000001385E-9,1.1840000,
,,,-527.999986843E-9,1.2000000,
,,,-524.000029145E-9,1.1920000,
,,,-520.000014603E-9,1.1840000,
,,,-516.000000061E-9,1.1920000,
,,,-511.999985520E-9,1.1920000,
,,,-508.000027821E-9,1.1840000,
,,,-504.000013279E-9,1.1840000,
,,,-499.999998738E-9,1.1920000,
,,,-495.999984196E-9,1.1920000,
,,,-492.000026497E-9,1.1920000,
,,,-488.000011956E-9,1.1920000,
,,,-483.999997414E-9,1.1920000,
,,,-480.000039715E-9,1.2000000,
,,,-476.000025174E-9,1.2000000,
,,,-472.000010632E-9,1.2000000,
,,,-468.000024512E-9,1.1920000,
,,,-464.000009970E-9,1.2000000,
,,,-460.000023850E-9,1.1920000,
,,,-456.000009308E-9,1.2000000,
,,,-452.000023188E-9,1.1920000,
,,,-448.000008646E-9,1.1920000,
,,,-444.000022526E-9,1.1920000,
,,,-440.000007984E-9,1.1920000,
,,,-436.000021864E-9,1.1920000,
,,,-432.000007322E-9,1.2000000,
,,,-428.000021202E-9,1.2000000,
,,,-424.000006660E-9,1.1920000,
,,,-420.000020540E-9,1.2000000,
,,,-416.000005998E-9,1.1920000,
,,,-412.000019878E-9,1.1920000,
,,,-408.000005336E-9,1.1840000,
,,,-404.000019216E-9,1.1840000,
,,,-400.00000467E-9,1.1920000,
,,,-396.00001855E-9,1.1920000,
,,,-392.00000401E-9,1.1920000,
,,,-388.00001789E-9,1.1920000,
,,,-384.00000335E-9,1.1920000,
,,,-380.00001723E-9,1.1920000,
,,,-376.00000269E-9,1.1840000,
,,,-372.00001657E-9,1.2080001,
,,,-368.00000203E-9,1.2000000,
,,,-364.00001591E-9,1.2000000,
,,,-360.00000136E-9,1.2000000,
,,,-356.00001524E-9,1.2080001,
,,,-352.00002912E-9,1.1920000,
,,,-348.00001458E-9,1.1920000,
,,,-344.00002846E-9,1.2000000,
,,,-340.00001392E-9,1.2000000,
,,,-336.00002780E-9,1.1920000,
,,,-332.00001326E-9,1.2000000,
,,,-328.00002714E-9,1.2000000,
,,,-324.00001260E-9,1.2000000,
,,,-320.00002648E-9,1.1920000,
,,,-316.00001194E-9,1.1920000,
,,,-312.00002581E-9,1.1920000,
,,,-308.00001127E-9,1.1840000,
,,,-304.00002515E-9,1.1840000,
,,,-300.00001061E-9,1.1920000,
,,,-296.00002449E-9,1.2000000,
,,,-292.00000995E-9,1.1840000,
,,,-288.00002383E-9,1.1840000,
,,,-284.00000929E-9,1.2000000,
,,,-280.00002317E-9,1.1920000,
,,,-276.00000863E-9,1.1920000,
,,,-272.00002251E-9,1.1920000,
,,,-268.00000796E-9,1.1920000,
,,,-264.00002184E-9,1.1840000,
,,,-260.00000730E-9,1.1920000,
,,,-256.00002118E-9,1.2000000,
,,,-252.00000664E-9,1.2000000,
,,,-248.00002052E-9,1.2000000,
,,,-244.00000598E-9,1.1920000,
,,,-240.00001986E-9,1.2080001,
,,,-236.00001953E-9,1.2000000,
,,,-232.00001920E-9,1.1920000,
,,,-228.00001886E-9,1.2000000,
,,,-224.00001853E-9,1.2000000,
,,,-220.00001820E-9,1.2000000,
,,,-216.00001787E-9,1.2000000,
,,,-212.00001754E-9,1.2000000,
,,,-208.00001721E-9,1.2080001,
,,,-204.00001688E-9,1.1920000,
,,,-200.00001655E-9,1.2000000,
,,,-196.00001622E-9,1.1920000,
,,,-192.00001589E-9,1.2080001,
,,,-188.00001556E-9,1.1840000,
,,,-184.00001522E-9,1.1920000,
,,,-180.00001489E-9,1.1920000,
,,,-176.00001456E-9,1.1920000,
,,,-172.00001423E-9,1.1840000,
,,,-168.00001390E-9,1.2000000,
,,,-164.00002778E-9,1.1920000,
,,,-160.00002745E-9,1.1920000,
,,,-156.00002712E-9,1.2000000,
,,,-152.00002679E-9,1.1920000,
,,,-148.0000265E-9,1.1920000,
,,,-144.0000261E-9,1.1920000,
